"","X","cuisine","phone","name.x","zipcode","grade","score","name.y","rating","price","url","cuisine.type"
"174",174,3,2122288580,"LUNASA",10009,"A",10,"Lunasa Bar & Restaurant",4,2,"http://www.yelp.com/biz/lunasa-bar-and-restaurant-new-york-2","American"
"175",175,3,7186225300,"ROMAN'S",11205,"A",9,"Roman's",3.5,3,"http://www.yelp.com/biz/romans-brooklyn-3","American"
"176",176,3,7186225314,"PURE BISTRO",11217,"A",4,"Pure Bistro",4,2,"http://www.yelp.com/biz/pure-bistro-brooklyn","American"
"177",177,3,7186222800,"CAFE DADA",11217,"B",22,"Cafe Dada",4,2,"http://www.yelp.com/biz/cafe-dada-brooklyn","American"
"178",178,3,7182826661,"PICKET FENCE",11226,"A",0,"Picket Fence",2.5,2,"http://www.yelp.com/biz/picket-fence-brooklyn","American"
"179",179,3,7183861133,"983 BUSHWICK LIVING ROOM",11206,"A",13,"983-Bushwick's Living Room",3.5,2,"http://www.yelp.com/biz/983-bushwicks-living-room-brooklyn","American"
"180",180,3,2128602021,"Q & N FOOD",10035,"A",13,"Q & N Food",4,1,"http://www.yelp.com/biz/q-and-n-food-new-york","American"
"181",181,3,2123378000,"ELMO",10011,"A",9,"Elmo",3.5,2,"http://www.yelp.com/biz/elmo-new-york","American"
"182",182,3,7188338200,"GREEN HOUSE CAFE",11209,"B",14,"Greenhouse Cafe",3,2,"http://www.yelp.com/biz/greenhouse-cafe-brooklyn","American"
"183",183,3,7189560372,"STOVE",11103,"A",8,"Stove",4,2,"http://www.yelp.com/biz/stove-astoria","American"
"184",184,3,2129575677,"BREAD MARKET CAFE",10119,"A",10,"Bread Market Cafe",2.5,1,"http://www.yelp.com/biz/bread-market-cafe-new-york-4","American"
"185",185,3,7182840005,"OXCART TAVERN",11230,"B",22,"Oxcart Tavern",4,2,"http://www.yelp.com/biz/oxcart-tavern-brooklyn","American"
"186",186,3,7182747704,"TASTEE CORNER",11102,"B",14,"#1 Tastee Corner",3.5,1,"http://www.yelp.com/biz/1-tastee-corner-astoria","American"
"187",187,3,7189374121,"NEW YORK STYLE EATS",11104,NA,34,"New York Style Eats",3,2,"http://www.yelp.com/biz/new-york-style-eats-sunnyside-2","American"
"188",188,3,7186237811,"BROOKLYN ACADEMY OF MUSIC-HARVEY",11217,"A",5,"BAM Café",4,2,"http://www.yelp.com/biz/bam-caf%C3%A9-brooklyn-2","American"
"189",189,3,7186237811,"B.A.M. CAFE/GREAT PERFORMANCES",11217,"A",10,"BAM Café",4,2,"http://www.yelp.com/biz/bam-caf%C3%A9-brooklyn-2","American"
"190",190,3,7183861133,"983 BUSHWICK LIVING ROOM",11206,"A",13,"983-Bushwick's Living Room",3.5,2,"http://www.yelp.com/biz/983-bushwicks-living-room-brooklyn","American"
"191",191,3,2126628462,"VINATERIA",10026,"A",10,"Vinateria",4,2,"http://www.yelp.com/biz/vinateria-new-york","American"
"192",192,3,2123484370,"KINSALE TAVERN",10128,"A",9,"Kinsale Tavern",4,1,"http://www.yelp.com/biz/kinsale-tavern-new-york","American"
"193",193,3,2123496902,"DELIMARIE",10007,"A",9,"Joe's Gourmet Deli and Grocery",2.5,2,"http://www.yelp.com/biz/joes-gourmet-deli-and-grocery-new-york","American"
"194",194,3,2129620053,"FRESH SALT",10038,"B",17,"Fresh Salt",4,2,"http://www.yelp.com/biz/fresh-salt-new-york","American"
"195",195,3,6466021300,"HEARTH",10009,"A",12,"Hearth",4,3,"http://www.yelp.com/biz/hearth-new-york","American"
"196",196,3,2122424411,"THE DARBY",10011,"A",10,"The Darby",3,4,"http://www.yelp.com/biz/the-darby-new-york","American"
"197",197,3,7186055000,"UNDER THE BRIDGE CAFE",10309,"B",19,"Under the Bridge Cafe",3.5,NA,"http://www.yelp.com/biz/under-the-bridge-cafe-staten-island","American"
"198",198,3,7186059200,"MARINA GRAND CAFE",10308,"A",3,"The Marina Grand",3.5,3,"http://www.yelp.com/biz/the-marina-grand-staten-island-3","American"
"199",199,3,2123520075,"EAST OF EIGHTH",10011,"A",9,"East of Eighth",3.5,2,"http://www.yelp.com/biz/east-of-eighth-new-york","American"
"200",200,3,7182873101,"THE FARM ON ADDERLEY",11218,"B",27,"The Farm On Adderley",4,2,"http://www.yelp.com/biz/the-farm-on-adderley-brooklyn","American"
"201",201,3,6466021300,"TERROIR",10009,"B",17,"Hearth",4,3,"http://www.yelp.com/biz/hearth-new-york","American"
"202",202,3,2122299700,"BONSIGNOUR",10014,"A",10,"Bonsignour",4,2,"http://www.yelp.com/biz/bonsignour-new-york","American"
"203",203,3,6466021300,"TERROIR",10009,"B",17,"Terroir Wine Bar",4,2,"http://www.yelp.com/biz/terroir-wine-bar-new-york","American"
"204",204,3,2122426115,"Nourish Kitchen + Table",10014,NA,26,"Nourish Kitchen + Table",4.5,2,"http://www.yelp.com/biz/nourish-kitchen-table-new-york","American"
"205",205,3,2122426200,"PHILLIP MARIE",10014,"A",9,"Philip Marie",3,2,"http://www.yelp.com/biz/philip-marie-new-york","American"
"206",206,3,2123523313,"THE PARK",10011,"A",13,"The Park",3,2,"http://www.yelp.com/biz/the-park-new-york-2","American"
"207",207,3,2127800880,"CRAFT",10003,"B",14,"Craft",4,4,"http://www.yelp.com/biz/craft-new-york","American"
"208",208,3,2123529060,"CHELSEA PAPAYA",10011,"A",8,"Chelsea Papaya",3.5,1,"http://www.yelp.com/biz/chelsea-papaya-new-york","American"
"209",209,3,2123529174,"GREEN TOMATO",11215,NA,26,"Green Tomato",4,1,"http://www.yelp.com/biz/green-tomato-new-york","American"
"210",210,3,2123529174,"GREEN TOMATO",11215,NA,26,"Rainbow Gourmet Deli",5,1,"http://www.yelp.com/biz/rainbow-gourmet-deli-new-york-2","American"
"211",211,3,2123529800,"THE DISH RESTAURANT",10011,"A",8,"The Dish",3.5,2,"http://www.yelp.com/biz/the-dish-new-york","American"
"212",212,3,2125055610,"MARY O'S",10009,"A",2,"Mary O's",4,2,"http://www.yelp.com/biz/mary-os-new-york","American"
"213",213,3,2126899022,"CINEMA CAFE & BAR",10016,"A",10,"Cinema",3,2,"http://www.yelp.com/biz/cinema-new-york-4","American"
"214",214,3,2123530536,"DARK ROOM",10002,"B",24,"Ludlow Bar",5,NA,"http://www.yelp.com/biz/ludlow-bar-new-york","American"
"215",215,3,2122332255,"DANTE'S GOURMET FOOD",10038,"A",8,"Dante's Gourmet Foods",3.5,1,"http://www.yelp.com/biz/dantes-gourmet-foods-new-york","American"
"216",216,3,2123530570,"FATTA CUCKOO",10002,"A",10,"Fatta Cuckoo",4,2,"http://www.yelp.com/biz/fatta-cuckoo-new-york","American"
"217",217,3,7182770222,"BOULDER CREEK",11239,"B",19,"Boulder Creek Steakhouse",2,2,"http://www.yelp.com/biz/boulder-creek-steakhouse-brooklyn-2","American"
"218",218,3,2123433355,"HARD ROCK CAFE",10036,"A",13,"Hard Rock Cafe",3.5,2,"http://www.yelp.com/biz/hard-rock-cafe-new-york","American"
"219",219,3,2123433355,"HARD ROCK CAFE",10036,"A",13,"Hard Rock Cafe",3.5,2,"http://www.yelp.com/biz/hard-rock-cafe-new-york","American"
"220",220,3,7182771223,"GRANT CAFFE",11208,"A",9,"Grant Caffe",3.5,1,"http://www.yelp.com/biz/grant-caffe-brooklyn","American"
"221",221,3,2127776455,"5oz. Factory",10011,"A",10,"5oz. Factory",4.5,4,"http://www.yelp.com/biz/5oz-factory-new-york","American"
"222",222,3,2123437011,"PUBLIC RESTAURANT/THE DAILY",10012,"B",20,"Public",4,3,"http://www.yelp.com/biz/public-new-york","American"
"223",223,3,7184761240,"JAX INN DINER",11372,"A",13,"Jax Inn Diner",3.5,2,"http://www.yelp.com/biz/jax-inn-diner-jackson-heights","American"
"224",224,3,2129644496,"OLIVA GOURMET",10007,"A",8,"Oliva Gourmet",2.5,2,"http://www.yelp.com/biz/oliva-gourmet-new-york","American"
"225",225,3,2122434020,"UNION SQUARE CAFE",10003,"A",12,"Union Square Cafe",4,3,"http://www.yelp.com/biz/union-square-cafe-new-york-3","American"
"226",226,3,2122434020,"UNION SQUARE CAFE",10003,"A",12,"Union Square Cafe",4,3,"http://www.yelp.com/biz/union-square-cafe-new-york-3","American"
"227",227,3,7184762828,"PLAY",11373,"A",12,"Play Lounge",3,2,"http://www.yelp.com/biz/play-lounge-elmhurst","American"
"228",228,3,7189630219,"WILLBURG CAFE",11211,"A",12,"Willburg Cafe",3.5,1,"http://www.yelp.com/biz/willburg-cafe-brooklyn","American"
"229",229,3,2125058934,"DOJO RESTAURANT",10036,"A",7,"Dojo Restaurant",3.5,1,"http://www.yelp.com/biz/dojo-restaurant-new-york","American"
"230",230,3,2122423021,"EMPLOYEE'S ONLY",10014,"A",7,"Employees Only",4,3,"http://www.yelp.com/biz/employees-only-new-york","American"
"231",231,3,7189630608,"SWEETWATER GRILL",NA,"A",13,"Sweetwater Restaurant",3.5,2,"http://www.yelp.com/biz/sweetwater-restaurant-brooklyn-2","American"
"232",232,3,7189630608,"SWEETWATER GRILL",NA,"A",13,"Sweetwater Restaurant",3.5,2,"http://www.yelp.com/biz/sweetwater-restaurant-brooklyn-2","American"
"233",233,3,7189630608,"SWEETWATER GRILL",NA,"A",13,"Sweetwater Restaurant",3.5,2,"http://www.yelp.com/biz/sweetwater-restaurant-brooklyn-2","American"
"234",234,3,2123538345,"OLIVES",10003,"B",25,"Olives",3.5,3,"http://www.yelp.com/biz/olives-new-york-2","American"
"235",235,3,2123538345,"OLIVES",10003,"B",25,"Olives",3.5,3,"http://www.yelp.com/biz/olives-new-york-2","American"
"236",236,3,2129427451,"INDIAN ROAD CAFE",10034,"A",7,"Indian Road Cafe",3.5,2,"http://www.yelp.com/biz/indian-road-cafe-new-york","American"
"237",237,3,2123446620,"PEARL STREET DINER",10038,"A",11,"Pearl Street Diner",3,1,"http://www.yelp.com/biz/pearl-street-diner-new-york","American"
"238",238,3,2122437969,"UNION SQUARE CATERING FACILITY BALLROOM",10003,"A",7,"Coffee Shop",3,2,"http://www.yelp.com/biz/coffee-shop-new-york-2","American"
"239",239,3,2123449737,"PITA PRESS",10005,"A",9,"Pita Press",4,1,"http://www.yelp.com/biz/pita-press-financial-district","American"
"240",240,3,3477630872,"SWEET SCIENCE",11206,"A",10,"Sweet Science",4.5,2,"http://www.yelp.com/biz/sweet-science-brooklyn","American"
"241",241,3,7185763297,"THE ANCHORED INN",11206,"A",11,"The Anchored Inn",4,2,"http://www.yelp.com/biz/the-anchored-inn-brooklyn","American"
"242",242,3,7189424162,"PEACHES",11233,"A",12,"Peaches",3.5,2,"http://www.yelp.com/biz/peaches-brooklyn","American"
"243",243,3,2127855658,"STONE STREET TAVERN",10004,"A",10,"Stone Street Tavern",3,2,"http://www.yelp.com/biz/stone-street-tavern-new-york","American"
"244",244,3,2127855658,"STONE STREET TAVERN",10004,"A",10,"Stone Street Tavern",3,2,"http://www.yelp.com/biz/stone-street-tavern-new-york","American"
"245",245,3,2127856850,"HARU",10005,"A",10,"Haru Sushi",3,2,"http://www.yelp.com/biz/haru-sushi-new-york-7","American"
"246",246,3,2127859200,"Harry's Cafe/Harry's Steak",10004,"A",8,"Harry's Cafe & Steak",4,3,"http://www.yelp.com/biz/harrys-cafe-and-steak-new-york-2","American"
"247",247,3,2127859200,"Harry's Cafe/Harry's Steak",10004,"A",8,"Harry's Cafe & Steak",4,3,"http://www.yelp.com/biz/harrys-cafe-and-steak-new-york-2","American"
"248",248,3,2126777565,"ROSE RESTAURANT",10010,"A",12,"Rose Restaurant",1.5,1,"http://www.yelp.com/biz/rose-restaurant-new-york","American"
"249",249,3,7187453444,"THE ROYAL RESTAURANT",11209,"A",13,"Royal Restaurant",3.5,1,"http://www.yelp.com/biz/royal-restaurant-brooklyn","American"
"250",250,3,2122440395,"SKYLIGHT DINER",10001,"A",10,"Skylight Diner",3.5,2,"http://www.yelp.com/biz/skylight-diner-new-york-2","American"
"251",251,3,6467073195,"FORGTMENOT",10002,"A",9,"Forgetmenot",4.5,2,"http://www.yelp.com/biz/forgetmenot-new-york","American"
"252",252,3,6467073195,"FORGTMENOT",10002,"A",9,"Forgetmenot",4.5,2,"http://www.yelp.com/biz/forgetmenot-new-york","American"
"253",253,3,2125327474,"PS 450",10016,"A",7,"PS 450",3,2,"http://www.yelp.com/biz/ps-450-new-york","American"
"254",254,3,7186970883,"CHILI'S GRILL & BAR",10314,"A",12,"Chili's",3,2,"http://www.yelp.com/biz/chilis-staten-island","American"
"255",255,3,2128646137,"TOM'S RESTAURANT",10025,"A",13,"Tom's Restaurant",2.5,2,"http://www.yelp.com/biz/toms-restaurant-new-york","American"
"256",256,3,3477708637,"BROOKLYN SOUTHERN COMFORT",11221,"B",22,"SO CO Southern BBQ",4,2,"http://www.yelp.com/biz/so-co-southern-bbq-brooklyn","American"
"257",257,3,2127874663,"ATLANTIC GRILL WEST",10023,"A",11,"Atlantic Grill",4,3,"http://www.yelp.com/biz/atlantic-grill-new-york-3","American"
"258",258,3,2126741394,"SHADES OF GREEN",10003,"B",14,"Shades of Green Pub & Restaurant",3,2,"http://www.yelp.com/biz/shades-of-green-pub-and-restaurant-new-york","American"
"259",259,3,2125131611,"CORBET & CONLEY",10038,"A",10,"Corbet & Conley",4.5,2,"http://www.yelp.com/biz/corbet-and-conley-new-york","American"
"260",260,3,7188400881,"PURITY DINER",11215,"A",12,"Purity Diner",3.5,1,"http://www.yelp.com/biz/purity-diner-brooklyn","American"
"261",261,3,7189178928,"Q AND N DELI FOOD",11413,"A",9,"Q & N Deli",2.5,NA,"http://www.yelp.com/biz/q-and-n-deli-springfield-gardens","American"
"262",262,3,2124770007,"GIORGIO'S OF GRAMERCY",10010,"A",13,"Giorgio's of Gramercy",4,3,"http://www.yelp.com/biz/giorgios-of-gramercy-new-york","American"
"263",263,3,2124770007,"GIORGIO'S OF GRAMERCY",10010,"A",13,"Giorgio's of Gramercy",4,3,"http://www.yelp.com/biz/giorgios-of-gramercy-new-york","American"
"264",264,3,7182616162,"EXO CAFE",11375,"A",7,"Exo Cafe",3,2,"http://www.yelp.com/biz/exo-cafe-forest-hills","American"
"265",265,3,7182616317,"Friends COFFEE SHOP",11375,"B",21,"Friend's Coffee Shop",3.5,1,"http://www.yelp.com/biz/friends-coffee-shop-forest-hills","American"
"266",266,3,2126282364,"SWIG",10028,"A",7,"Swig",3.5,2,"http://www.yelp.com/biz/swig-new-york","American"
"267",267,3,7182617744,"T-BONE DINER",11375,"A",11,"T Bone Diner",2.5,2,"http://www.yelp.com/biz/t-bone-diner-forest-hills","American"
"268",268,3,2123049463,"LOCKSMITH WINE & BURGER BAR",10040,"A",9,"Locksmith Wine & Burger Bar",4,2,"http://www.yelp.com/biz/locksmith-wine-and-burger-bar-new-york","American"
"269",269,3,2123049463,"LOCKSMITH WINE & BURGER BAR",10040,"A",9,"Locksmith Wine & Burger Bar",4,2,"http://www.yelp.com/biz/locksmith-wine-and-burger-bar-new-york","American"
"270",270,3,2123483800,"3 GUYS",10029,"A",9,"Three Guys Restaurant",3,2,"http://www.yelp.com/biz/three-guys-restaurant-new-york-3","American"
"271",271,3,7186220050,"SKAZZY",11238,"B",15,"Prospect Corner",4,NA,"http://www.yelp.com/biz/prospect-corner-new-york","American"
"272",272,3,2123484252,"WIMPYS RESTAURANT",10029,"A",12,"Wimpy's IV",4,1,"http://www.yelp.com/biz/wimpys-iv-new-york","American"
"273",273,3,2123075109,"MATT'S GRILL RESTAURANT",10019,NA,25,"Matt's Grill",3,2,"http://www.yelp.com/biz/matts-grill-new-york","American"
"274",274,3,2127585555,"SPREADS",10016,"A",8,"Spreads Sandwich Shop",3.5,2,"http://www.yelp.com/biz/spreads-sandwich-shop-new-york-2","American"
"275",275,3,2127585700,"FOUR SEASONS HOTEL",10022,"A",9,"57",4,NA,"http://www.yelp.com/biz/57-new-york","American"
"276",276,3,2127585900,"LIBERTY CAFE/ TACO BELL",10022,"A",13,"Liberty Cafe & Taco Bell",3.5,1,"http://www.yelp.com/biz/liberty-cafe-and-taco-bell-new-york","American"
"277",277,3,7188054700,"SINGAS PIZZA/MNI BURGER",11415,"A",12,"Mini-Burger",2.5,1,"http://www.yelp.com/biz/mini-burger-kew-gardens","American"
"278",278,3,2122266400,"THE CROSBY STREET HOTEL",10012,"A",12,"The Crosby Bar",3,4,"http://www.yelp.com/biz/the-crosby-bar-new-york","American"
"279",279,3,3477992946,"KINFOLK STUDIOS",NA,"A",9,"Kinfolk Studios",3.5,2,"http://www.yelp.com/biz/kinfolk-studios-brooklyn","American"
"280",280,3,3478024205,"APPLEBEE'S NEIGHBORHOOD GRILL & BAR",10462,"A",10,"Applebee's",2.5,2,"http://www.yelp.com/biz/applebees-new-york-8","American"
"281",281,3,2127590656,"FOOD EXCHANGE",10022,"A",2,"The Food Exchange",4,NA,"http://www.yelp.com/biz/the-food-exchange-new-york","American"
"282",282,3,2127590656,"FOOD EXCHANGE",10022,"A",2,"Food Exchange",3,1,"http://www.yelp.com/biz/food-exchange-new-york","American"
"283",283,3,2123079222,"WHISKEY PARK",10019,"A",13,"Whiskey Park",3,3,"http://www.yelp.com/biz/whiskey-park-new-york","American"
"284",284,3,7189210266,"BAY RIDGE DINER",11209,"A",12,"Bay Ridge Diner",4,2,"http://www.yelp.com/biz/bay-ridge-diner-brooklyn","American"
"285",285,3,2127594000,"RANCH1",10022,"A",8,"Ranch 1",3,1,"http://www.yelp.com/biz/ranch-1-new-york-13","American"
"286",286,3,2127594000,"RANCH1",10022,"A",8,"Ranch 1 Original Soup Man",3,1,"http://www.yelp.com/biz/ranch-1-original-soup-man-manhattan","American"
"287",287,3,7185855880,"EXPRESS BROOK LUNCH RESTAURANT",10454,"B",15,"Brook Luncheonette",4,1,"http://www.yelp.com/biz/brook-luncheonette-bronx","American"
"288",288,3,7184467600,"FIGS",11371,"A",13,"Figs Food & Spirits",2.5,NA,"http://www.yelp.com/biz/figs-food-and-spirits-flushing","American"
"289",289,3,2123082001,"NATIONS CAFE",10017,"A",8,"Nations Cafe",2.5,2,"http://www.yelp.com/biz/nations-cafe-new-york-2","American"
"290",290,3,7182639600,"EURO GRILL & SALAD BAR",11415,"A",13,"Euro Grill",3.5,2,"http://www.yelp.com/biz/euro-grill-kew-gardens","American"
"291",291,3,7182639600,"EURO GRILL & SALAD BAR",11415,"A",13,"Euro Grill",3.5,2,"http://www.yelp.com/biz/euro-grill-kew-gardens","American"
"292",292,3,7182639754,"COBBLESTONE PUB",11375,"A",5,"Cobblestone's Pub",3,2,"http://www.yelp.com/biz/cobblestones-pub-forest-hills","American"
"293",293,3,2123082950,"MONKEY BAR",10022,"A",13,"Monkey Bar",3.5,3,"http://www.yelp.com/biz/monkey-bar-new-york","American"
"294",294,3,7182650200,"PALS HERO SHOP",11224,"A",13,"Pals Hero Shop",5,NA,"http://www.yelp.com/biz/pals-hero-shop-brooklyn","American"
"295",295,3,2122409797,"PARIS CAFE",10038,"A",8,"Paris Cafe",3.5,2,"http://www.yelp.com/biz/paris-cafe-new-york","American"
"296",296,3,7189212323,"TWENTY 3 SUPPER CLUB",11209,"A",9,"Twenty3 Supper Club",4,3,"http://www.yelp.com/biz/twenty3-supper-club-brooklyn","American"
"297",297,3,7189212323,"TWENTY 3 SUPPER CLUB",11209,"A",9,"Twenty3 Supper Club",4,3,"http://www.yelp.com/biz/twenty3-supper-club-brooklyn","American"
"298",298,3,2122268861,"ASIA DOG",10012,NA,2,"Asia Dog",3.5,1,"http://www.yelp.com/biz/asia-dog-new-york","American"
"299",299,3,2126300312,"COLUMBO YOGURT/ TACO BELL/ NATHANS/ TIM HORTON",10119,"A",12,"Columbo Yogurt",4,1,"http://www.yelp.com/biz/columbo-yogurt-new-york","American"
"300",300,3,7189215900,"OFF SHORE RESTAURANT",11209,"A",12,"Off Shore Restaurant",4,2,"http://www.yelp.com/biz/off-shore-restaurant-brooklyn","American"
"301",301,3,2127641542,"AUNTIE ANNES",10036,"A",4,"Auntie Anne's",4,NA,"http://www.yelp.com/biz/auntie-annes-new-york-3","American"
"302",302,3,2122421122,"THE RED CAT",10011,"A",13,"The Red Cat",4,3,"http://www.yelp.com/biz/the-red-cat-new-york","American"
"303",303,3,7189215900,"OFF SHORE RESTAURANT",11209,"A",12,"Offshore Restaurant",4,1,"http://www.yelp.com/biz/offshore-restaurant-brooklyn","American"
"304",304,3,2123089100,"THE RITZ-CARLTON HOTEL",10019,"A",5,"Auden Bistro & Bar",4,3,"http://www.yelp.com/biz/auden-bistro-and-bar-new-york","American"
"305",305,3,2123089100,"THE BIG APPLE (RITZ CARLTON HOTEL EMPLOYEE CAFETERIA)",10019,"A",12,"Auden Bistro & Bar",4,3,"http://www.yelp.com/biz/auden-bistro-and-bar-new-york","American"
"306",306,3,2127647920,"LUCKY STAR CAFE",10036,"A",8,"Lucky Star Cafe",4,1,"http://www.yelp.com/biz/lucky-star-cafe-new-york-2","American"
"307",307,3,7186230570,"THE VANDERBILT",11238,"B",20,"The Vanderbilt",3.5,3,"http://www.yelp.com/biz/the-vanderbilt-brooklyn","American"
"308",308,3,7182841914,"PARKSIDE COFFEE SHOP",11226,"A",12,"Parkside Donut",2.5,1,"http://www.yelp.com/biz/parkside-donut-brooklyn","American"
"309",309,3,2123150100,"SUPERNOVA-NOVOTEL HOTEL",10019,NA,22,"The Sky Deck",4.5,NA,"http://www.yelp.com/biz/the-sky-deck-manhattan","American"
"310",310,3,7189222744,"MANNAS RESTAURANT",11212,"A",11,"Mannas Restaurant",3.5,1,"http://www.yelp.com/biz/mannas-restaurant-brooklyn","American"
"311",311,3,7189222744,"MANNAS RESTAURANT",11212,"A",11,"Mannas Restaurant",3.5,1,"http://www.yelp.com/biz/mannas-restaurant-brooklyn","American"
"312",312,3,2123496902,"DELIMARIE",10007,"A",9,"Delimarie",4.5,1,"http://www.yelp.com/biz/delimarie-manhattan","American"
"313",313,3,2123496902,"DELIMARIE",10007,"A",9,"Delimarie",4.5,1,"http://www.yelp.com/biz/delimarie-manhattan","American"
"314",314,3,2123151100,"B. SMITH RESTAURANT",10036,"A",5,"B. Smith's",3,3,"http://www.yelp.com/biz/b-smiths-new-york","American"
"315",315,3,7185963400,"MAYBELLE'S CAFE",11231,"A",10,"Maybelle's Cafe",3.5,1,"http://www.yelp.com/biz/maybelles-cafe-brooklyn","American"
"316",316,3,2127657080,"EATERY RESTAURANT",10019,"A",13,"Eatery",3.5,2,"http://www.yelp.com/biz/eatery-new-york","American"
"317",317,3,3478449578,"TRAIF",11211,"A",5,"Traif",4.5,2,"http://www.yelp.com/biz/traif-brooklyn","American"
"318",318,3,7182665566,"SIDELINES LUNCHEONETTE",11223,"A",10,"Lolly Taps Luncheonette",4.5,1,"http://www.yelp.com/biz/lolly-taps-luncheonette-brooklyn","American"
"319",319,3,2127657626,"ZUNI",10036,"A",11,"Zuni",3.5,2,"http://www.yelp.com/biz/zuni-new-york","American"
"320",320,3,2127657676,"EMPLOYEE CAFETARIA/HOTEL RESTAURANT",10036,"A",4,"R Lounge",4,3,"http://www.yelp.com/biz/r-lounge-new-york","American"
"321",321,3,7184493200,"PEGGY O'NEILL'S",11224,"A",9,"Peggy O'Neill's",2.5,2,"http://www.yelp.com/biz/peggy-o-neills-brooklyn-2","American"
"322",322,3,2122274374,"CAFE 41 AND PIZZERIA",10038,"A",11,"Cafe 41 & Pizzeria",3,1,"http://www.yelp.com/biz/cafe-41-and-pizzeria-new-york-2","American"
"323",323,3,7185965900,"PARK PLAZA RESTAURANT",11201,"A",12,"Park Plaza Restaurant",3.5,2,"http://www.yelp.com/biz/park-plaza-restaurant-brooklyn-heights","American"
